City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
236,Cordoba,AR,2022-08-25 00:18:26,-31.4135,-64.1811,71.76,56,0,6.91,clear sky
237,Soroti,UG,2022-08-25 00:18:26,1.7146,33.6111,63.63,95,89,3.67,light rain
238,Kaitangata,NZ,2022-08-25 00:15:22,-46.2817,169.8464,49.19,62,100,1.88,overcast clouds
239,Jieshi,CN,2022-08-25 00:18:27,22.8134,115.8257,81.81,80,15,14.97,few clouds
240,Alice Springs,AU,2022-08-25 00:16:12,-23.7,133.8833,51.35,40,0,10.36,clear sky
241,Sur,OM,2022-08-25 00:18:28,22.5667,59.5289,85.95,61,100,7.43,overcast clouds
242,Mezen,RU,2022-08-25 00:18:29,65.8522,44.24,50.07,72,94,2.42,overcast clouds
243,Inhambane,MZ,2022-08-25 00:18:29,-23.865,35.3833,65.34,86,0,5.06,clear sky
244,Campo Bom,BR,2022-08-25 00:18:30,-29.6789,-51.0533,69.26,77,7,2.59,clear sky
245,Yecla,ES,2022-08-25 00:18:30,38.6137,-1.1147,71.37,79,24,2.73,few clouds
246,Port Hardy,CA,2022-08-25 00:15:34,50.6996,-127.4199,62.78,82,20,8.05,fog
247,Sambava,MG,2022-08-25 00:11:28,-14.2667,50.1667,66.0,86,55,11.79,light rain
248,Chumikan,RU,2022-08-25 00:18:31,54.7183,135.315,59.25,64,24,8.48,few clouds
249,Shelburne,CA,2022-08-25 00:18:32,44.0787,-80.2041,70.59,89,32,5.3,scattered clouds
250,Jiuquan,CN,2022-08-25 00:18:32,39.7432,98.5174,67.64,54,69,3.67,broken clouds
251,Key West,US,2022-08-25 00:15:18,24.5557,-81.7826,89.6,71,0,4.61,clear sky
252,Yar-Sale,RU,2022-08-25 00:18:33,66.8333,70.8333,51.66,72,59,20.94,broken clouds
253,Bara,NG,2022-08-25 00:18:34,10.3744,10.7288,72.55,88,100,3.76,overcast clouds
254,Lorengau,PG,2022-08-25 00:11:36,-2.0226,147.2712,83.98,64,6,6.4,clear sky
255,Tiznit,MA,2022-08-25 00:18:34,29.5833,-9.5,76.6,48,69,1.25,broken clouds
256,Wajima,JP,2022-08-25 00:15:31,37.4,136.9,74.08,88,75,3.44,light intensity shower rain
257,Mahebourg,MU,2022-08-25 00:10:28,-20.4081,57.7,68.25,66,81,14.41,light rain
258,Chaykovskiy,RU,2022-08-25 00:18:35,56.7686,54.1148,65.73,68,71,3.15,broken clouds
259,Axim,GH,2022-08-25 00:18:36,4.8699,-2.2405,73.45,89,7,4.54,clear sky
260,Pevek,RU,2022-08-25 00:15:42,69.7008,170.3133,44.2,81,65,2.93,broken clouds
261,Bonthe,SL,2022-08-25 00:12:05,7.5264,-12.505,76.06,86,100,14.9,light rain
262,Great Yarmouth,GB,2022-08-25 00:18:37,52.6083,1.7305,70.02,83,57,7.36,broken clouds
263,Sibolga,ID,2022-08-25 00:16:18,1.7427,98.7792,74.46,95,100,1.88,overcast clouds
264,Kraslava,LV,2022-08-25 00:18:38,55.8951,27.168,64.63,65,100,4.5,overcast clouds
265,Princeton,US,2022-08-25 00:18:38,25.5384,-80.4089,86.02,77,20,8.05,few clouds
266,Yurty,RU,2022-08-25 00:18:39,56.0498,97.6348,50.56,98,100,4.81,overcast clouds
267,Kedougou,SN,2022-08-25 00:18:39,12.5579,-12.1743,73.13,96,100,2.01,light rain
268,Ucluelet,CA,2022-08-25 00:18:40,48.9329,-125.5528,75.09,73,11,3.0,few clouds
269,Hofn,IS,2022-08-25 00:11:40,64.2539,-15.2082,50.67,81,89,10.16,overcast clouds
270,Tamandare,BR,2022-08-25 00:18:40,-8.7597,-35.1047,71.87,82,64,10.31,broken clouds
271,Jhinjhak,IN,2022-08-25 00:18:41,26.5667,79.7333,79.86,78,12,4.27,few clouds
272,Boralday,KZ,2022-08-25 00:18:41,43.3578,76.8594,66.06,34,75,6.71,broken clouds
273,Vostok,RU,2022-08-25 00:15:47,46.4856,135.8833,64.22,54,23,1.72,few clouds
274,Hay River,CA,2022-08-25 00:15:33,60.8156,-115.7999,67.98,73,75,6.91,smoke
275,Chuy,UY,2022-08-25 00:10:55,-33.6971,-53.4616,56.23,93,36,3.6,scattered clouds
276,Andros Town,BS,2022-08-25 00:18:43,24.7,-77.7667,85.96,70,11,11.23,few clouds
277,Isangel,VU,2022-08-25 00:17:00,-19.55,169.2667,82.51,74,40,5.75,scattered clouds
278,Taltal,CL,2022-08-25 00:18:44,-25.4,-70.4833,57.54,82,26,5.21,scattered clouds
279,Prainha,BR,2022-08-25 00:18:44,-1.8,-53.48,76.53,82,92,2.46,overcast clouds
280,Novyy Buh,UA,2022-08-25 00:18:45,47.6931,32.5216,73.22,23,34,13.09,scattered clouds
281,Kiruna,SE,2022-08-25 00:18:45,67.8557,20.2251,47.32,87,4,6.91,clear sky
282,Nakasongola,UG,2022-08-25 00:18:46,1.3089,32.4564,65.88,82,94,4.81,overcast clouds
283,Choix,MX,2022-08-25 00:18:47,26.7092,-108.3219,88.5,61,100,2.91,overcast clouds
284,Basco,PH,2022-08-25 00:18:47,20.4487,121.9702,84.2,80,10,9.69,clear sky
285,Truth Or Consequences,US,2022-08-25 00:16:09,33.1284,-107.2528,85.15,34,40,9.22,scattered clouds
286,Soloneshnoye,RU,2022-08-25 00:18:48,51.6544,84.3197,46.72,87,0,3.94,clear sky
287,Shakawe,BW,2022-08-25 00:18:48,-18.3667,21.85,57.4,42,7,5.79,clear sky
288,Elizabeth City,US,2022-08-25 00:16:48,36.2946,-76.2511,80.62,81,75,4.61,broken clouds
289,La Ronge,CA,2022-08-25 00:18:49,55.1001,-105.2842,73.65,49,20,6.91,smoke
290,Sinjar,IQ,2022-08-25 00:18:50,36.3209,41.8754,86.31,35,0,10.83,clear sky
291,Gotsu,JP,2022-08-25 00:18:50,35.0,132.2167,75.85,94,78,8.39,broken clouds
292,Palmeira Das Missoes,BR,2022-08-25 00:18:51,-27.8994,-53.3136,59.34,84,9,5.91,clear sky
293,Pio Ix,BR,2022-08-25 00:18:51,-6.8375,-40.5792,74.26,53,88,13.22,overcast clouds
294,Staritsa,RU,2022-08-25 00:18:52,56.5075,34.9354,61.21,57,34,4.25,scattered clouds
295,Malinovskiy,RU,2022-08-25 00:15:16,61.1953,62.8397,58.39,57,68,5.23,broken clouds
296,Boyolangu,ID,2022-08-25 00:18:53,-8.1181,111.8935,74.62,83,91,8.25,overcast clouds
297,Half Moon Bay,US,2022-08-25 00:15:21,37.4636,-122.4286,87.04,76,100,23.02,mist
298,Alanya,TR,2022-08-25 00:18:53,36.5438,31.9998,75.33,66,0,3.98,clear sky
299,Sao Joao Da Barra,BR,2022-08-25 00:14:11,-21.6403,-41.0511,69.87,83,62,18.41,broken clouds
300,Mirandopolis,BR,2022-08-25 00:18:54,-21.1336,-51.1017,72.34,41,9,7.36,clear sky
301,Arman,RU,2022-08-25 00:18:55,59.7,150.1667,53.94,82,100,8.52,overcast clouds
302,Issoire,FR,2022-08-25 00:18:55,45.55,3.25,65.46,61,81,5.91,broken clouds
303,Fidenza,IT,2022-08-25 00:18:56,44.864,10.0667,71.82,62,8,3.02,clear sky
304,Hovd,MN,2022-08-25 00:17:01,48.0056,91.6419,53.04,42,0,2.75,clear sky
305,Pocinhos,BR,2022-08-25 00:18:57,-7.0767,-36.0611,66.49,92,71,12.73,broken clouds
306,Abu Samrah,SY,2022-08-25 00:18:57,35.3029,37.1841,72.55,71,0,6.49,clear sky
307,Karasjok,NO,2022-08-25 00:18:57,69.4719,25.5112,48.02,80,41,8.43,scattered clouds
308,Yabelo,ET,2022-08-25 00:18:58,4.8833,38.0833,59.88,69,89,11.41,overcast clouds
309,Qaanaaq,GL,2022-08-25 00:10:41,77.484,-69.3632,37.0,87,100,5.91,overcast clouds
310,Haverfordwest,GB,2022-08-25 00:18:59,51.8017,-4.9691,58.59,95,97,3.96,overcast clouds
311,Tarauaca,BR,2022-08-25 00:19:00,-8.1614,-70.7656,76.84,48,2,0.56,clear sky
312,Saldanha,ZA,2022-08-25 00:15:10,-33.0117,17.9442,57.29,85,100,23.51,overcast clouds
313,Cherskiy,RU,2022-08-25 00:14:41,68.75,161.3,64.31,51,74,6.42,broken clouds
314,Tuatapere,NZ,2022-08-25 00:10:36,-46.1333,167.6833,49.5,54,98,0.94,overcast clouds
315,Waipawa,NZ,2022-08-25 00:19:01,-41.4122,175.5153,54.23,69,90,8.55,overcast clouds
316,Les Cayes,HT,2022-08-25 00:19:01,18.2,-73.75,80.2,79,40,5.5,scattered clouds
317,Cessnock,AU,2022-08-25 00:19:02,-32.8333,151.35,61.52,57,2,6.24,clear sky
318,Soyo,AO,2022-08-25 00:19:02,-6.1349,12.3689,70.86,92,53,5.14,broken clouds
319,Qaqortoq,GL,2022-08-25 00:15:09,60.7167,-46.0333,44.64,94,93,1.1,overcast clouds
320,Srivaikuntam,IN,2022-08-25 00:19:03,8.6167,77.9333,78.33,70,90,5.26,overcast clouds
321,Gillette,US,2022-08-25 00:19:04,44.2911,-105.5022,82.11,35,0,9.22,clear sky
322,Traverse City,US,2022-08-25 00:16:46,44.7631,-85.6206,77.11,78,75,4.61,broken clouds
323,Lagoa,PT,2022-08-25 00:19:05,39.05,-27.9833,72.54,78,94,11.83,light rain
324,Marinette,US,2022-08-25 00:19:05,45.1,-87.6307,72.05,88,0,8.05,clear sky
325,Kajiado,KE,2022-08-25 00:19:06,-1.8524,36.7768,54.75,82,42,6.62,scattered clouds
326,Dakoro,NE,2022-08-25 00:19:06,14.5106,6.765,81.45,61,59,10.69,light rain
327,Nador,MA,2022-08-25 00:19:07,35.174,-2.9287,77.25,83,0,2.3,clear sky
328,Laguna,US,2022-08-25 00:19:07,38.421,-121.4238,105.31,26,0,10.36,clear sky
329,Envira,BR,2022-08-25 00:19:08,-7.3,-70.2167,77.59,46,4,1.25,clear sky
330,Emerald,AU,2022-08-25 00:19:08,-23.5333,148.1667,58.33,45,2,18.32,clear sky
331,Duluth,US,2022-08-25 00:16:39,46.7833,-92.1066,68.07,85,100,20.71,light rain
332,Carnarvon,AU,2022-08-25 00:14:49,-24.8667,113.6333,66.74,28,3,6.96,clear sky
333,Yuncheng,CN,2022-08-25 00:14:09,35.0231,110.9928,68.7,94,100,5.12,overcast clouds
334,Havelock,US,2022-08-25 00:19:10,34.8791,-76.9013,81.95,87,20,3.44,few clouds
335,Abu Dhabi,AE,2022-08-25 00:15:36,24.4667,54.3667,91.51,76,0,5.75,clear sky
336,Havoysund,NO,2022-08-25 00:19:10,70.9963,24.6622,48.43,83,100,1.66,overcast clouds
337,Vila Franca Do Campo,PT,2022-08-25 00:19:11,37.7167,-25.4333,71.2,84,98,5.75,overcast clouds
338,Umm Kaddadah,SD,2022-08-25 00:19:12,13.6017,26.6876,80.44,65,84,14.97,broken clouds
339,Kapan,AM,2022-08-25 00:19:12,39.2075,46.4058,64.35,40,0,4.79,clear sky
340,Uruguaiana,BR,2022-08-25 00:16:23,-29.7547,-57.0883,66.13,94,0,6.91,clear sky
341,Washington,US,2022-08-25 00:15:46,47.5001,-120.5015,93.58,24,19,2.19,few clouds
342,Aklavik,CA,2022-08-25 00:19:13,68.2191,-135.0107,65.25,66,100,4.09,overcast clouds
343,Auki,SB,2022-08-25 00:19:14,-8.7676,160.7034,85.59,60,74,1.92,broken clouds
344,Kutum,SD,2022-08-25 00:19:14,14.2,24.6667,75.42,68,70,4.97,broken clouds
345,Smithers,CA,2022-08-25 00:15:14,54.7804,-127.1743,88.12,29,20,4.61,few clouds
346,Ladario,BR,2022-08-25 00:16:56,-19.0047,-57.6017,75.83,35,31,3.76,scattered clouds
347,Huejuquilla El Alto,MX,2022-08-25 00:19:16,22.6,-103.8667,77.41,52,69,2.75,broken clouds
348,Abha,SA,2022-08-25 00:19:16,18.2164,42.5053,66.45,64,0,0.0,clear sky
349,Maldonado,UY,2022-08-25 00:19:17,-34.6667,-54.9167,58.23,86,7,4.5,clear sky
350,Pisco,PE,2022-08-25 00:16:10,-13.7,-76.2167,60.85,82,20,9.22,mist
351,Tucuma,BR,2022-08-25 00:15:22,-0.1833,-50.05,76.64,90,12,7.34,few clouds
352,Sangar,RU,2022-08-25 00:19:18,63.9242,127.4739,50.16,67,42,10.4,scattered clouds
353,Ulundi,ZA,2022-08-25 00:19:18,-28.3352,31.4162,57.16,65,0,4.43,clear sky
354,Hamilton,US,2022-08-25 00:15:57,39.1834,-84.5333,79.05,60,20,3.44,few clouds
355,Egvekinot,RU,2022-08-25 00:17:18,66.3167,-179.1667,43.05,95,100,9.4,moderate rain
356,Letka,RU,2022-08-25 00:19:19,59.6011,49.4232,62.02,84,59,4.56,broken clouds
357,Broken Hill,AU,2022-08-25 00:19:19,-31.95,141.4333,51.82,63,7,8.03,clear sky
358,Hami,CN,2022-08-25 00:10:57,42.8,93.45,74.93,14,88,0.92,overcast clouds
359,Ellisras,ZA,2022-08-25 00:19:20,-23.6649,27.7443,52.65,52,0,3.74,clear sky
360,Coihaique,CL,2022-08-25 00:19:02,-45.5752,-72.0662,42.75,70,75,4.61,broken clouds
361,Pozo Colorado,PY,2022-08-25 00:19:21,-23.4923,-58.7972,75.43,44,15,6.38,few clouds
362,Bytow,PL,2022-08-25 00:19:21,54.1706,17.4919,62.2,98,38,5.39,scattered clouds
363,Shetpe,KZ,2022-08-25 00:19:22,44.1667,52.1167,70.34,25,0,6.98,clear sky
364,Kalmunai,LK,2022-08-25 00:19:22,7.4167,81.8167,77.43,78,88,4.05,overcast clouds
365,Ozark,US,2022-08-25 00:19:23,37.0209,-93.206,83.39,59,2,7.65,clear sky
366,Bengkulu,ID,2022-08-25 00:15:58,-3.8004,102.2655,74.21,88,75,4.05,broken clouds
367,Bilma,NE,2022-08-25 00:19:24,18.6853,12.9164,90.27,37,35,14.05,scattered clouds
368,Mansa,IN,2022-08-25 00:19:24,29.9833,75.3833,78.06,86,87,6.78,overcast clouds
369,Casablanca,MA,2022-08-25 00:19:25,33.5928,-7.6192,71.82,81,37,6.78,scattered clouds
370,Touros,BR,2022-08-25 00:16:07,-5.1989,-35.4608,74.75,80,56,17.05,broken clouds
371,Zonguldak,TR,2022-08-25 00:19:26,41.25,31.8333,68.85,91,100,2.26,light rain
372,Rock Sound,BS,2022-08-25 00:19:26,24.9,-76.2,83.77,71,21,9.73,few clouds
373,Gladstone,AU,2022-08-25 00:19:27,-23.85,151.25,64.33,34,0,8.05,clear sky
374,Canon City,US,2022-08-25 00:19:27,38.441,-105.2424,85.39,22,0,11.5,clear sky
375,Virginia Beach,US,2022-08-25 00:16:16,36.8529,-75.978,83.01,74,40,0.0,scattered clouds
376,Puerto Del Rosario,ES,2022-08-25 00:19:28,28.5004,-13.8627,73.15,78,40,20.71,scattered clouds
377,Denpasar,ID,2022-08-25 00:15:00,-8.65,115.2167,80.26,78,40,18.41,scattered clouds
378,Nantucket,US,2022-08-25 00:18:12,41.2835,-70.0995,75.99,71,0,4.61,clear sky
379,Nishihara,JP,2022-08-25 00:15:42,26.1842,127.7558,89.26,74,75,11.5,broken clouds
380,Tuktoyaktuk,CA,2022-08-25 00:15:49,69.4541,-133.0374,57.2,94,100,5.75,light rain
381,Gimli,CA,2022-08-25 00:19:29,50.6336,-96.9907,66.22,52,71,11.5,broken clouds
382,Lompoc,US,2022-08-25 00:19:30,34.6391,-120.4579,88.02,83,20,14.97,mist
383,Dungarpur,IN,2022-08-25 00:19:31,23.8333,73.7167,72.99,95,87,6.15,overcast clouds
384,Muriwai Beach,NZ,2022-08-25 00:19:31,-36.8167,174.45,57.47,94,100,18.01,light rain
385,Cuenca,EC,2022-08-25 00:19:32,-2.8833,-78.9833,57.33,58,75,9.22,broken clouds
386,Kushima,JP,2022-08-25 00:19:32,31.4583,131.2333,83.97,78,100,7.56,light rain
387,Araouane,ML,2022-08-25 00:17:27,18.9048,-3.5265,90.37,45,69,11.23,broken clouds
388,Mount Pleasant,US,2022-08-25 00:19:33,32.7941,-79.8626,81.0,88,0,1.99,clear sky
389,Kampene,CD,2022-08-25 00:19:35,-3.6,26.6667,72.34,66,57,2.19,broken clouds
390,Mangai,CD,2022-08-25 00:19:35,-4.05,19.5333,76.5,59,41,2.77,scattered clouds
391,Kanchanaburi,TH,2022-08-25 00:14:55,14.6333,99.1,75.36,92,100,3.74,overcast clouds
392,Presidente Dutra,BR,2022-08-25 00:19:36,-5.29,-44.49,85.86,36,94,3.89,overcast clouds
393,Beloha,MG,2022-08-25 00:19:37,-25.1667,45.05,64.4,81,47,11.92,scattered clouds
394,Sabang,ID,2022-08-25 00:15:40,5.8933,95.3214,80.15,80,100,22.3,overcast clouds
395,Karatau,KZ,2022-08-25 00:19:37,43.1667,70.4667,59.52,37,0,3.44,clear sky
396,Dongsheng,CN,2022-08-25 00:19:38,39.8161,109.9776,59.31,37,32,3.78,scattered clouds
397,Valleyview,CA,2022-08-25 00:19:38,55.0667,-117.2859,80.64,34,0,10.36,clear sky
398,Ossora,RU,2022-08-25 00:19:39,59.2353,163.0719,56.7,88,99,10.71,overcast clouds
399,Mampong,GH,2022-08-25 00:19:39,7.0627,-1.4001,68.47,94,29,4.74,scattered clouds
400,Fukue,JP,2022-08-25 00:19:40,32.6881,128.8419,82.76,74,75,6.91,broken clouds
401,Meadow Lake,US,2022-08-25 00:19:41,34.8014,-106.5436,81.46,54,87,4.27,overcast clouds
402,Rocha,UY,2022-08-25 00:15:26,-34.4833,-54.3333,52.99,92,5,4.59,clear sky
403,Matara,LK,2022-08-25 00:17:34,5.9485,80.5353,77.04,88,60,13.31,broken clouds
404,Fengzhen,CN,2022-08-25 00:19:42,40.4394,113.1536,58.32,51,5,2.95,clear sky
405,Ocean City,US,2022-08-25 00:15:34,39.2776,-74.5746,82.58,55,40,8.1,scattered clouds
406,Mogok,MM,2022-08-25 00:19:42,22.9167,96.5,66.88,89,24,1.52,few clouds
407,Petropavlovsk-Kamchatskiy,RU,2022-08-25 00:19:43,53.0452,158.6483,64.99,52,75,13.42,broken clouds
408,Buala,SB,2022-08-25 00:19:44,-8.145,159.5921,84.52,67,47,6.53,scattered clouds
409,Jumla,NP,2022-08-25 00:15:04,29.2747,82.1838,59.11,87,98,3.65,overcast clouds
410,Tadine,NC,2022-08-25 00:19:44,-21.55,167.8833,77.2,66,0,6.04,clear sky
411,Lima,PE,2022-08-25 00:15:28,-12.0432,-77.0282,61.9,80,100,8.05,overcast clouds
412,Stillwater,US,2022-08-25 00:19:45,36.1156,-97.0584,93.47,38,0,11.5,clear sky
413,Atar,MR,2022-08-25 00:18:06,20.5169,-13.0499,92.77,39,27,15.32,scattered clouds
414,Imbituba,BR,2022-08-25 00:16:50,-28.24,-48.6703,62.1,93,0,10.98,clear sky
415,Hangu,CN,2022-08-25 00:19:46,39.2489,117.7892,71.64,82,81,9.33,broken clouds
416,Flinders,AU,2022-08-25 00:19:47,-34.5833,150.8552,61.18,62,17,8.99,light rain
417,Khatanga,RU,2022-08-25 00:19:47,71.9667,102.5,46.26,79,100,12.12,overcast clouds
418,Yelizovo,RU,2022-08-25 00:19:48,53.1873,158.3805,66.34,52,75,13.42,broken clouds
419,Akdepe,TM,2022-08-25 00:19:48,42.0551,59.3788,60.89,58,0,8.12,clear sky
420,Olga,RU,2022-08-25 00:19:49,43.7444,135.2892,69.33,60,47,1.99,scattered clouds
421,Arrecife,ES,2022-08-25 00:19:49,28.963,-13.5477,73.38,78,20,14.97,few clouds
422,Pingliang,CN,2022-08-25 00:19:50,35.5392,106.6861,63.19,74,100,1.74,overcast clouds
423,Golden,US,2022-08-25 00:19:50,39.7555,-105.2211,87.96,31,75,5.01,broken clouds
424,Terralba,IT,2022-08-25 00:19:51,39.7192,8.6392,77.85,72,3,2.57,clear sky
425,Grants,US,2022-08-25 00:19:51,35.1473,-107.8514,77.23,33,100,11.5,overcast clouds
426,Grodzisk Wielkopolski,PL,2022-08-25 00:19:52,52.2276,16.3653,69.13,89,10,6.69,clear sky
427,Kaina,NG,2022-08-25 00:19:53,12.6374,8.5873,77.0,75,98,7.49,moderate rain
428,Port Lincoln,AU,2022-08-25 00:19:53,-34.7333,135.8667,55.71,85,100,6.35,overcast clouds
429,Vila,PT,2022-08-25 00:19:53,42.0304,-8.1588,62.71,85,25,4.74,scattered clouds
430,Chulym,RU,2022-08-25 00:19:54,55.0997,80.9572,52.86,87,9,3.53,clear sky
431,Wyndham,US,2022-08-25 00:19:55,37.6985,-77.6125,79.95,80,0,0.0,clear sky
432,Tyrma,RU,2022-08-25 00:19:55,50.0833,132.1667,59.58,76,100,3.04,overcast clouds
433,Frutigen,CH,2022-08-25 00:19:55,46.5878,7.6475,66.13,75,95,4.76,overcast clouds
434,Tiarei,PF,2022-08-25 00:19:56,-17.5333,-149.3333,82.42,79,52,19.66,light rain
435,Guiratinga,BR,2022-08-25 00:19:56,-16.3494,-53.7583,74.93,31,72,3.91,broken clouds
436,Glen Allen,US,2022-08-25 00:16:21,37.666,-77.5064,80.65,79,0,0.0,clear sky
437,Batagay,RU,2022-08-25 00:19:57,67.6333,134.6333,46.29,80,100,4.43,overcast clouds
438,Kaele,CM,2022-08-25 00:19:58,10.1092,14.4508,69.73,94,100,3.13,overcast clouds
439,Lata,PT,2022-08-25 00:16:56,40.1629,-8.3327,65.07,94,97,3.4,overcast clouds
440,Burnie,AU,2022-08-25 00:19:59,-41.0667,145.9167,55.94,63,57,6.64,broken clouds
441,Veraval,IN,2022-08-25 00:19:59,20.9,70.3667,79.41,87,51,11.27,broken clouds
442,Huron,US,2022-08-25 00:20:00,41.1501,-82.5499,76.73,76,3,3.04,clear sky
443,Gunnedah,AU,2022-08-25 00:20:00,-30.9833,150.25,51.15,58,3,5.3,clear sky
444,Dickinson,US,2022-08-25 00:20:01,29.4608,-95.0513,86.13,84,40,3.44,scattered clouds
445,Necochea,AR,2022-08-25 00:20:01,-38.5473,-58.7368,53.11,71,60,4.21,broken clouds
446,Torbay,CA,2022-08-25 00:17:47,47.6666,-52.7314,69.58,91,75,24.16,broken clouds
447,Gat,IL,2022-08-25 00:09:01,31.61,34.7642,80.4,70,0,6.85,clear sky
448,Boende,CD,2022-08-25 00:20:03,-0.2167,20.8667,71.74,93,80,2.86,light rain
449,The Valley,AI,2022-08-25 00:20:04,18.217,-63.0578,83.1,75,2,18.32,clear sky
450,Constanza,DE,2022-08-25 00:20:04,47.6603,9.1758,62.69,87,75,1.01,broken clouds
451,Hammerfest,NO,2022-08-25 00:20:05,70.6634,23.6821,48.65,100,0,3.44,clear sky
452,Goundam,ML,2022-08-25 00:15:50,16.4145,-3.6708,85.06,56,62,12.12,broken clouds
453,Cabedelo,BR,2022-08-25 00:20:06,-6.9811,-34.8339,72.27,82,34,13.56,scattered clouds
454,Xalpatlahuac,MX,2022-08-25 00:20:07,17.4667,-98.6167,68.81,81,80,4.81,broken clouds
455,Bambous Virieux,MU,2022-08-25 00:11:42,-20.3428,57.7575,68.22,63,83,14.65,light rain
456,Moron,AR,2022-08-25 00:20:07,-34.6534,-58.6198,66.06,79,22,5.75,few clouds
457,High Level,CA,2022-08-25 00:20:08,58.5169,-117.136,87.91,33,20,8.05,smoke
458,Saint-Augustin,CA,2022-08-25 00:15:47,51.226,-58.6502,61.03,92,97,5.99,overcast clouds
459,Northam,GB,2022-08-25 00:20:09,51.0333,-4.2167,62.38,83,100,7.07,overcast clouds
460,Viareggio,IT,2022-08-25 00:20:09,43.8735,10.2558,75.02,60,17,4.41,few clouds
461,Sola,VU,2022-08-25 00:20:10,-13.8833,167.55,81.27,83,75,0.0,broken clouds
462,Mitsamiouli,KM,2022-08-25 00:20:11,-11.3847,43.2844,73.96,82,4,7.7,clear sky
463,Yeroham,IL,2022-08-25 00:20:11,30.9872,34.9314,76.68,42,0,2.04,clear sky
464,Wenling,CN,2022-08-25 00:20:12,28.3669,121.36,83.84,79,64,2.75,broken clouds
465,Luanda,AO,2022-08-25 00:17:03,-8.8368,13.2343,69.8,94,75,4.61,broken clouds
466,Doha,QA,2022-08-25 00:06:57,25.2867,51.5333,91.71,67,100,5.91,overcast clouds
467,Benidorm,ES,2022-08-25 00:20:13,38.5382,-0.131,81.25,79,7,1.99,clear sky
468,Richards Bay,ZA,2022-08-25 00:20:14,-28.783,32.0377,64.71,74,0,13.58,clear sky
469,Sampit,ID,2022-08-25 00:20:14,-2.5333,112.95,76.48,90,98,2.01,overcast clouds
470,Ratingen,DE,2022-08-25 00:17:22,51.2972,6.8493,77.79,46,0,5.99,clear sky
471,Creel,MX,2022-08-25 00:20:15,27.75,-107.6333,64.06,77,94,3.76,overcast clouds
472,Castel San Pietro Terme,IT,2022-08-25 00:20:16,44.3986,11.5848,71.38,73,3,4.38,clear sky
473,Segezha,RU,2022-08-25 00:20:16,63.7415,34.3222,56.68,96,100,4.68,overcast clouds
